0, 0
0.04, 0.0003
0.08, 0.0036
0.12, 0.0154
0.16, 0.0404
0.2, 0.0819
0.24, 0.1405
0.28, 0.2145
0.32, 0.3005
0.36, 0.3938
0.4, 0.4897
0.44, 0.5833
0.48, 0.6706
0.52, 0.7487
0.56, 0.8155
0.6, 0.8703
0.64, 0.9132
0.68, 0.9452
0.72, 0.9677
0.76, 0.9826
0.8, 0.9917
0.84, 0.9966
0.88, 0.9989
0.92, 0.9998
0.96, 1
1, 1
